id,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
1694,CERTIFIED,AERSHIN INC,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGERS,N,62629,2016,"RICHARDSON, TEXAS",-96.7298519,32.9483335
1695,CERTIFIED,CROWNPEAK TECHNOLOGY,GENERAL AND OPERATIONS MANAGERS,OPERATIONS DIRECTOR (MANAGEMENT ANALYST),Y,127691,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
1696,CERTIFIED,BEST SEAFOOD INC.,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,107515,2016,"NORWOOD, MASSACHUSETTS",-71.1989695,42.1943909
1697,CERTIFIED,MAYROCK INCORPORATED,GENERAL AND OPERATIONS MANAGERS,PROJECT MANAGER,Y,92352,2016,"RANCHO CUCAMONGA, CALIFORNIA",-117.5931084,34.1063989
1698,CERTIFIED,"CHENIERE ENERGY, INC.",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, ASSET SHARED SERVICES",Y,175594,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
1699,CERTIFIED-WITHDRAWN,SUPER EVIL MEGACORP,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER-APAC,Y,109595,2016,"SAN MATEO, CALIFORNIA",-122.3255254,37.5629917
1700,CERTIFIED,"TANGO NETWORKS, INC.",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, R&D",Y,137800,2016,"FRISCO, TEXAS",-96.8236116,33.1506744
1701,CERTIFIED,NORCON GLOBAL MANAGEMENT & CONSULTING LLC,GENERAL AND OPERATIONS MANAGERS,VP BUSINESS DEVELOPMENT,Y,100214,2016,"MCKINNEY, TEXAS",-96.6397822,33.1972465
1702,DENIED,GVHB,GENERAL AND OPERATIONS MANAGERS,PROPOSED JOB TITLE,Y,72800000,2016,"CITY, CALIFORNIA",NA,NA
1703,CERTIFIED,"ORACLE AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,BUSINESS PLANNING SENIOR MANAGER,Y,162989,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
1704,CERTIFIED,"NARENDRA  A  DOLIA, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,41870,2016,"MERIDIAN, MISSISSIPPI",-88.703656,32.3643098
1705,CERTIFIED,"ALM MEDIA, LLC",GENERAL AND OPERATIONS MANAGERS,"SR. DIRECTOR, ENTERPRISE SYSTEMS & CONTENT ARCHITECT",Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1706,CERTIFIED,WIPRO LIMITED,GENERAL AND OPERATIONS MANAGERS,ACCOUNT DELIVERY HEAD,Y,144893,2016,"LEXINGTON, MASSACHUSETTS",-71.2289641,42.4430372
1707,CERTIFIED,MAYROCK INCORPORATED,GENERAL AND OPERATIONS MANAGERS,OPERATION MANAGER,Y,92352,2016,"RANCHO CUCAMONGA, CALIFORNIA",-117.5931084,34.1063989
1708,CERTIFIED,ENABLON NORTH AMERICA CORPORATION,GENERAL AND OPERATIONS MANAGERS,CUSTOMER SUCCESS - TEAM LEADER,Y,79414,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
1709,CERTIFIED,"YOU & I LOGISTICS, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,59696,2016,"FOUNTAIN VALLEY, CALIFORNIA",-117.9536697,33.7091847
1710,CERTIFIED,"THE PNC FINANCIAL SERVICES GROUP, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF ENTERPRISE ARCHITECTURE & STRATEGY,Y,148262,2016,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.4406248
1711,CERTIFIED,CARMA TECHNOLOGY CORPORATION,GENERAL AND OPERATIONS MANAGERS,SPECIAL PROJECTS AND OPERATIONS DIRECTOR,N,68702,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
1712,CERTIFIED,"SYSVEDA AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,CLIENT RELATIONS MANAGER,Y,74402,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1713,CERTIFIED,BAHA INDUSTRIES CORP.,GENERAL AND OPERATIONS MANAGERS,COMPUTER & OPERATIONS MANAGER,Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1714,CERTIFIED,INCEPTECH USA INC.,GENERAL AND OPERATIONS MANAGERS,CEO AND GENERAL MANAGER,Y,74401.6,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1715,CERTIFIED,"WORLD JEWISH CONGRESS, LLC",GENERAL AND OPERATIONS MANAGERS,EXECUTIVE DIRECTOR OF PROGRAMS,Y,160451,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1716,CERTIFIED,"LESSING'S, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,69098,2016,"SMITHTOWN, NEW YORK",NA,NA
1717,CERTIFIED,TOTALKARE OF AMERICA INC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,N,54579,2016,"SYRACUSE, NEW YORK",-76.1474244,43.0481221
1718,CERTIFIED,KARMA HOSPITALITY LLC,GENERAL AND OPERATIONS MANAGERS,MANAGER OF HOTEL OPERATIONS,N,41142.4,2016,"KING GEORGE, VIRGINIA",NA,NA
1719,CERTIFIED,K. TORO GARRATON INC,GENERAL AND OPERATIONS MANAGERS,BUSINESS MANAGER,N,57595,2016,"BAYAMON, PUERTO RICO",-66.1659674,18.3691963
1720,DENIED,ASHLEY DEVELOPMENT CORPORATION,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF REAL ESTATE DEVELOPMENT,Y,107474,2016,"BETHLEHEM, PENNSYLVANIA",-75.3704579,40.6259316
1721,CERTIFIED,SUPER EVIL MEGACORP,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER-APAC,Y,109595,2016,"SAN MATEO, CALIFORNIA",-122.3255254,37.5629917
1722,CERTIFIED,"UNRAVEL DATA SYSTEMS, INC.",GENERAL AND OPERATIONS MANAGERS,CEO,Y,191360,2016,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
1723,CERTIFIED,"FAIRFAX MARBLE AND GRANITE, LLC.",GENERAL AND OPERATIONS MANAGERS,BUSINESS MANAGER,Y,77625.6,2016,"CHANTILLY, VIRGINIA",-77.4310992,38.8942786
1724,CERTIFIED,"EVENTBRITE, INC.",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, INTERNATIONAL EXPANSION & GENERAL MANAGER, GERMANY",Y,109595,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
1725,CERTIFIED,BILL & MELINDA GATES FOUNDATION,GENERAL AND OPERATIONS MANAGERS,"ADVISOR TO THE MANAGING DIRECTOR, GLOBAL DEVELOPMENT",Y,162989,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
1726,CERTIFIED,360 DEGREE CUSTOMER INC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,71282,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
1727,CERTIFIED,TIMEPAYMENT CORP.,GENERAL AND OPERATIONS MANAGERS,BUSINESS TRANSFORMATION PROJECT MANAGER,Y,107515,2016,"BURLINGTON, MASSACHUSETTS",-71.1956205,42.5047161
1728,WITHDRAWN,"R K LARRABEE CO, INC.",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF OPERATIONS,Y,132184,2016,"LIVERMORE, CALIFORNIA",-121.7680088,37.6818745
1729,CERTIFIED,"KASHIV PHARMA, LLC",GENERAL AND OPERATIONS MANAGERS,PROJECT MANAGER,Y,80018,2016,"BRIDGEWATER, NEW JERSEY",-74.6049061,40.5939636
1730,CERTIFIED,"AMERICAN AIRLINES, INC.",GENERAL AND OPERATIONS MANAGERS,"SENIOR MANAGER, NETWORK STRATEGY",Y,117790,2016,"FORT WORTH, TEXAS",-97.3307658,32.7554883
1731,CERTIFIED,BRAMBLES USA INC.,GENERAL AND OPERATIONS MANAGERS,"SENIOR DIRECTOR, DATA PLATFORM ENGINEERING AND ANALYTICS",Y,197475,2016,"MILPITAS, CALIFORNIA",-121.8995741,37.4323341
1732,CERTIFIED,RUDOLF STEINER COLLEGE,GENERAL AND OPERATIONS MANAGERS,EXECUTIVE DIRECTOR,Y,81827,2016,"FAIR OAKS, CALIFORNIA",NA,NA
1733,CERTIFIED,"BOSKARIN, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,74402,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1734,CERTIFIED,FRANCISCAN WORKERS OF JUNIPERO SERRA,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,N,54163,2016,"SALINAS, CALIFORNIA",-121.6555013,36.6777372
1735,CERTIFIED,"SIEMENS MEDICAL SOLUTIONS USA, INC.",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, PRODUCT MARKETING",Y,174429,2016,"MALVERN, PENNSYLVANIA",-75.5138118,40.0362184
1736,CERTIFIED,SONOMA CONSULTING INC.,GENERAL AND OPERATIONS MANAGERS,OPERATION MANAGER,N,48339,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
1737,CERTIFIED,TELEHEMS LABS CORPORATION,GENERAL AND OPERATIONS MANAGERS,OPERATION MANAGER,Y,92352,2016,"FREMONT, CALIFORNIA",-121.9885719,37.5482697
1738,CERTIFIED,"CANTOR FITZGERALD, LP",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,129667,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
1739,CERTIFIED,"MCKINSEY & COMPANY, INC. UNITED STATES",GENERAL AND OPERATIONS MANAGERS,HEAD OF NEW VENTURE COMPETITION,Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1740,CERTIFIED,TRISHA PETRO INC.,GENERAL AND OPERATIONS MANAGERS,BUSINESS OPERATIONS MANAGER,N,53768,2016,"ONTARIO, CALIFORNIA",-117.6508876,34.0633443
1741,CERTIFIED,"NAUTO, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,Y,113339,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
1742,CERTIFIED,"PUBLICA, LLC",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,Y,71282,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
1743,CERTIFIED,"AFFECTLAYER, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,150467,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
1744,CERTIFIED,ASHLEY DEVELOPMENT CORPORATION,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF REAL ESTATE DEVELOPMENT,N,56451,2016,"BETHLEHEM, PENNSYLVANIA",-75.3704579,40.6259316
1745,CERTIFIED,"KITE LOFT, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,42432,2016,"OCEAN CITY, MARYLAND",NA,NA
1746,WITHDRAWN,"XAD, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF AD OPERATIONS WEST,Y,150467,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
1747,CERTIFIED,THE TRUSTEES OF PRINCETON UNIVERSITY,GENERAL AND OPERATIONS MANAGERS,UNIVERSITY LIBRARIAN,Y,163987,2016,"PRINCETON, NEW JERSEY",-74.6672226,40.3572976
1748,CERTIFIED,"THE PNC FINANCIAL SERVICES GROUP, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF ENTERPRISE ARCHITECTURE & STRATEGY,Y,148262,2016,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.4406248
1749,CERTIFIED,"THE PNC FINANCIAL SERVICES GROUP, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF ENTERPRISE ARCHITECTURE & STRATEGY,Y,148262,2016,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.4406248
1750,CERTIFIED,BERRY STREET ASSOCIATES LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,74402,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
1751,CERTIFIED,NUXEO CORPORATION,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF DIGITAL OPERATIONS,Y,74402,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
1752,CERTIFIED,AB SCIEX LLC,GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT AND GENERAL MANAGER, LCMS BUSINESS",Y,188115,2016,"FRAMINGHAM, MASSACHUSETTS",-71.4161565,42.279286
1753,DENIED,"GVOS , INC",GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,Y,128940,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
1754,CERTIFIED,"XAD, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF AD OPERATIONS WEST,Y,150467,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
1755,CERTIFIED,COURSERA INC.,GENERAL AND OPERATIONS MANAGERS,BUSINESS STRATEGY MANAGER,Y,197475,2016,"MOUNTAIN VIEW, CALIFORNIA",-122.0838511,37.3860517
1756,CERTIFIED,"DAVINES NORTH AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,203486,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1757,CERTIFIED,"ORACLE AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,BUSINESS PLANNING DIRECTOR,Y,169208,2016,"BROOMFIELD, COLORADO",-105.0866504,39.9205411
1758,CERTIFIED,RENOIR CORPORATION,GENERAL AND OPERATIONS MANAGERS,HEAD OF OPERATIONS - NORTH AMERICA,Y,116293,2016,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.4406248
1759,CERTIFIED,PELRON CORPORATION,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER - PRODUCTION,Y,141565,2016,"MCCOOK, ILLINOIS",NA,NA
1760,CERTIFIED,RENOIR CORPORATION,GENERAL AND OPERATIONS MANAGERS,HEAD OF OPERATIONS - NORTH AMERICA,Y,135533,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
1761,CERTIFIED,BON INVESTMENTS LLC,GENERAL AND OPERATIONS MANAGERS,REGIONAL BUSINESS DEVELOPMENT MANAGER,Y,92352,2016,"WOODLAND HILLS, CALIFORNIA",-118.6089752,34.165357
1762,CERTIFIED,"KBI BIOPHARMA, INC.",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, GLOBAL STRATEGIC ALLIANCES",Y,167024,2016,"BOULDER, COLORADO",-105.2705456,40.0149856
1763,CERTIFIED,SISTEMA INFANTIL TELETON USA,GENERAL AND OPERATIONS MANAGERS,EXECUTIVE DIRECTOR,Y,149011,2016,"SAN ANTONIO, TEXAS",-98.4936282,29.4241219
1764,CERTIFIED,RSL INVESTMENTS II CORPORATION,GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,160451,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1765,CERTIFIED,K. TORO GARRATON INC,GENERAL AND OPERATIONS MANAGERS,BUSINESS MANAGER,N,57595,2016,"BAYAMON, PUERTO RICO",-66.1659674,18.3691963
1766,CERTIFIED,"R K LARRABEE CO, INC.",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF OPERATIONS,Y,132184,2016,"LIVERMORE, CALIFORNIA",-121.7680088,37.6818745
1767,DENIED,Y&Y TRADING,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,97739.2,2016,"PHOENIX, ARIZONA",-112.0740373,33.4483771
1768,DENIED,"GVOS , INC",GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,Y,175594,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
1769,CERTIFIED,"AMSPEC, LLC.",GENERAL AND OPERATIONS MANAGERS,INTERNATIONAL OPERATIONS SUPERVISOR,Y,164403,2016,"CRANBURY, NEW JERSEY",-74.511172,40.3025907
1770,CERTIFIED,"HOMEWORKS ENERGY, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,70117,2016,"WOBURN, MASSACHUSETTS",-71.1522765,42.4792618
1771,CERTIFIED,"BRILLIO, LLC",GENERAL AND OPERATIONS MANAGERS,ASSOCIATE VICE PRESIDENT,Y,80018,2016,"BASKING RIDGE, NEW JERSEY",-74.5493284,40.7066174
1772,CERTIFIED,"ATLANTIC RESEARCH PARTNERS, INC.",GENERAL AND OPERATIONS MANAGERS,VP RESEARCH AND ASSESSMENT,Y,79414,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
1773,CERTIFIED,"EQUITY METHODS, LLC",GENERAL AND OPERATIONS MANAGERS,BUSINESS ADMINISTRATION SUPERVISOR,N,47882,2016,"SCOTTSDALE, ARIZONA",-111.9260519,33.4941704
1774,CERTIFIED,"ECLINICALWORKS, LLC",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF IMPLEMENTATION/OPERATIONS MANAGER,Y,79414,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
1775,CERTIFIED,"US REMODELERS, INC.",GENERAL AND OPERATIONS MANAGERS,HDI DIRECTOR OF OPERATIONS AND SUB-CONTRACTOR NETWORKS (SCN),Y,162406,2016,"BOCA RATON, FLORIDA",-80.1289321,26.3683064
1776,CERTIFIED,"VERITÉ, INC.",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, VERITÉ CHINA REGIONAL OFFICE",N,49088,2016,"AMHERST, MASSACHUSETTS",-72.5198537,42.3732216
1777,CERTIFIED,DANYA CEBUS CONSTRUCTION LLC,GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,160451,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1778,WITHDRAWN,DELOITTE CONSULTING LLP,GENERAL AND OPERATIONS MANAGERS,MANAGER,Y,139256,2016,"GRAND RAPIDS, MICHIGAN",-85.6680863,42.9633599
1779,CERTIFIED-WITHDRAWN,"KEIZER SOLUTIONS, INC.",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT,N,53269,2016,"SOUTHFIELD, MICHIGAN",-83.2218731,42.4733688
1780,DENIED,DELOITTE CONSULTING LLP,GENERAL AND OPERATIONS MANAGERS,MANAGER,Y,139256,2016,"GRAND RAPIDS, MICHIGAN",-85.6680863,42.9633599
1781,CERTIFIED,UNIVERSITY OF NEBRASKA OMAHA,GENERAL AND OPERATIONS MANAGERS,"MANAGER, HOCKEY OPERATIONS",Y,110843,2016,"OMAHA, NEBRASKA",-95.9979883,41.2523634
1782,CERTIFIED,"INSTRUMENTAL SERVICES, INC.",GENERAL AND OPERATIONS MANAGERS,SENIOR ACCOUNTS MANAGER,Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1783,CERTIFIED,Y&Y TRADING,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,97739.2,2016,"PHOENIX, ARIZONA",-112.0740373,33.4483771
1784,CERTIFIED,"VERIZON BUSINESS NETWORK SERVICES, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR-PROCESS ENGINEERING,Y,206606,2016,"BASKING RIDGE, NEW JERSEY",-74.5493284,40.7066174
1785,CERTIFIED,"CLINTON HEALTH ACCESS INITIATIVE, INC.",GENERAL AND OPERATIONS MANAGERS,"MANAGER, GLOBAL MARKETS",Y,74402,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
1786,CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,GENERAL AND OPERATIONS MANAGERS,ADVISORY DIRECTOR,Y,162947,2016,"CHARLOTTE, NORTH CAROLINA",-80.8431267,35.2270869
1787,CERTIFIED,"ACCIL INTERNATIONAL, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER/OPERATIONS MANAGER,N,52374,2016,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.4406248
1788,CERTIFIED,"SOFTEX PAPER, INCORPORATED",GENERAL AND OPERATIONS MANAGERS,PLANT OPERATIONS SPECIALIST,N,57179,2016,"PALATKA, FLORIDA",-81.6375819,29.6485801
1789,CERTIFIED,"HEALTHNOW MEDICAL CENTER, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF CLINICAL OPERATIONS,Y,104090,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
1790,CERTIFIED,HEWLETT PACKARD ENTERPRISE COMPANY,GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, STRATEGY & PLANNING (M&A INTEGRATION, OPERATIONAL",Y,197475,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
1791,CERTIFIED,"VCS GROUP, LLC",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATIONS OFFICER,Y,166608,2016,"GREENWICH, CONNECTICUT",-73.6281964,41.0262417
1792,CERTIFIED,ECE GROUP LLC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF RESTAURANT OPERATIONS,N,58094,2016,"WILLIAMSTOWN, MASSACHUSETTS",-73.2036898,42.7120196
1793,CERTIFIED,DELOITTE CONSULTING LLP,GENERAL AND OPERATIONS MANAGERS,MANAGER,Y,139256,2016,"GRAND RAPIDS, MICHIGAN",-85.6680863,42.9633599
1794,DENIED,THE ASSOCIATION FOR TALENT DEVELOPMENT,GENERAL AND OPERATIONS MANAGERS,ATD FORUM SPECIALIST,Y,77626,2016,"ALEXANDRIA, VIRGINIA",-77.0469214,38.8048355
1795,DENIED,DIGNA CORPORATION,GENERAL AND OPERATIONS MANAGERS,REGIONAL OPERATIONS MANAGER,Y,107090,2016,"EL PASO, TEXAS",-106.4850217,31.7618778
1796,WITHDRAWN,OWENS CORNING,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,128190.4,2016,"TOLEDO, OHIO",-83.555212,41.6639383
1797,CERTIFIED,"UNIVISION INTERACTIVE MEDIA, INC.",GENERAL AND OPERATIONS MANAGERS,"ASSOCIATE, STRATEGY AND EXECUTION, FUSION MEDIA GROUP",Y,92352,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
1798,CERTIFIED,"WORLD JEWISH CONGRESS, LLC",GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER AND EXECUTIVE VICE PRESIDENT,Y,203486,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1799,CERTIFIED,KPMG LLP,GENERAL AND OPERATIONS MANAGERS,PRINCIPAL,Y,197475,2016,"SANTA CLARA, CALIFORNIA",-121.9552356,37.3541079
1800,CERTIFIED,"KEIZER SOLUTIONS, INC.",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT,N,53269,2016,"SOUTHFIELD, MICHIGAN",-83.2218731,42.4733688
1801,CERTIFIED,"WORLD JEWISH CONGRESS, LLC",GENERAL AND OPERATIONS MANAGERS,EXECUTIVE DIRECTOR OF PROGRAMS,Y,203486,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1802,CERTIFIED,"SYSVEDA AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,CLIENT RELATIONS MANAGER,Y,74402,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1803,CERTIFIED,OWENS CORNING,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,128190.4,2016,"TOLEDO, OHIO",-83.555212,41.6639383
1804,CERTIFIED,THE ASSOCIATION FOR TALENT DEVELOPMENT,GENERAL AND OPERATIONS MANAGERS,ATD FORUM SPECIALIST,Y,77626,2016,"ALEXANDRIA, VIRGINIA",-77.0469214,38.8048355
1805,CERTIFIED,"HIRED, INC.",GENERAL AND OPERATIONS MANAGERS,"VP, NEW MARKETS & INTERNATIONAL",Y,150467,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
1806,CERTIFIED,TRANSIGMA PARTNERS,GENERAL AND OPERATIONS MANAGERS,BUSINESS OPERATIONS MANAGER,Y,75733,2016,"SHELTON, CONNECTICUT",-73.0931641,41.3164856
1807,CERTIFIED,"COLORADO EQUESTRIAN PARTNERS, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,133328,2016,"PARKER, COLORADO",-104.7613633,39.5186002
1808,CERTIFIED,FLATBOOK USA INC.,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF GLOBAL OPERATIONS,Y,109595,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
1809,CERTIFIED,"BRILLIO, LLC",GENERAL AND OPERATIONS MANAGERS,STRATEGY EXECUTION LEAD,Y,71282,2016,"SANTA CLARA, CALIFORNIA",-121.9552356,37.3541079
1810,CERTIFIED,"FOODIZ BUSINESS, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGERS,N,52936,2016,"AUSTIN, TEXAS",-97.7430608,30.267153
1811,CERTIFIED,"PETER CHANG II, LLC",GENERAL AND OPERATIONS MANAGERS,RESTAURANT MANAGER,N,57803,2016,"WILLIAMSBURG, VIRGINIA",-76.7074571,37.2707022
1812,CERTIFIED,"TELIT IOT PLATFORMS, LLC",GENERAL AND OPERATIONS MANAGERS,PROGRAM MANAGER,N,64230,2016,"BOCA RATON, FLORIDA",-80.1289321,26.3683064
1813,CERTIFIED,"GOOD2GO, LLC",GENERAL AND OPERATIONS MANAGERS,BUSINESS STRATEGY & OPERATIONS LEAD,Y,109595,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
1814,CERTIFIED,"AMERICAN AIRLINES, INC.",GENERAL AND OPERATIONS MANAGERS,"MANAGING DIRECTOR, CREW PLANNING",Y,85155,2016,"FORT WORTH, TEXAS",-97.3307658,32.7554883
1815,CERTIFIED,"BRAIQ, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,74401.6,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1816,CERTIFIED,"MENGUIN, INC.",GENERAL AND OPERATIONS MANAGERS,PRODUCT MANAGER,Y,73882,2016,"FAYETTEVILLE, ARKANSAS",-94.1574263,36.0625795
1817,CERTIFIED,"GRANULES PHARMACEUTICALS, INC.",GENERAL AND OPERATIONS MANAGERS,MANAGER- FACILITIES,Y,77626,2016,"CHANTILLY, VIRGINIA",-77.4310992,38.8942786
1818,CERTIFIED,"VCS GROUP, LLC",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATIONS OFFICER,Y,166608,2016,"GREENWICH, CONNECTICUT",-73.6281964,41.0262417
1819,CERTIFIED,POLICYGENIUS INC.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER (DIRECTOR OF OPERATIONS),Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1820,CERTIFIED,"MATA MANAGEMENT, INC.",GENERAL AND OPERATIONS MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1821,CERTIFIED,OFFICIAL CHAMBER OF COMMERCE OF SPAIN IN PUERTO RICO,GENERAL AND OPERATIONS MANAGERS,SECRETARY GENERAL,N,62088,2016,"SAN JUAN, PUERTO RICO",-66.1057355,18.4655394
